@relation acc
@attribute lat numeric
@attribute lon numeric
@attribute airtemp numeric
@attribute groundtemp numeric
@attribute hours numeric
@attribute acc {Y, N}
@data
47.605198,-122.317444,47.65, 47.62,9, Y 
47.5626,-122.316055,47.64, 47.65,9, Y 
47.66569,-122.3674,54.18, 58.54,7, Y 
47.719276,-122.295235,55.18, 58.24,8, Y 
47.59383,-122.31728,49.46, 51.03,10, Y 
47.57631,-122.386734,54.73, 58.08,9, Y 
47.62456,-122.34888,54.69, 58.47,8, Y 
47.670597,-122.316284,57.63, 61.91,10, Y 
47.61348,-122.34868,50.17, 54.12,1, Y 
47.607841478,-122.342652089,70.12, 78.28,12, Y 
47.582095308,-122.386512386,70.39, 78.67,12, Y 
47.701726981,-122.362070833,71.58, 78.53,11, Y 
47.663968849,-122.381795448,70.28, 78.84,12, Y 
47.573031273,-122.322291514,69.19, 75.06,9, Y 
47.68230978,-122.376776957,72.52, 79.72,6, Y 
47.542832597,-122.284802014,70.36, 79.41,12, Y 
47.620486902,-122.307353957,72.71, 81.13,4, Y 
47.618487373,-122.325287244,70.75, 80.27,1, Y 
47.661267619,-122.313133263,67.94, 73.15,11, Y 
47.619904,-122.32088,49.91, 54.03,1, Y 
47.613373,-122.34651,50.22, 53.83,2, Y 
47.601696,-122.317825,49.27, 53.90,1, Y 
47.709995,-122.32332,49.36, 51.90,4, Y 
47.661385,-122.33372,46.23, 48.50,8, Y 
47.671898,-122.31577,46.20, 47.79,10, Y 
47.575577,-122.334206,46.80, 47.49,11, Y 
47.56928,-122.38677,47.14, 48.13,10, Y 
47.60618,-122.311554,55.75, 63.52,12, Y 
47.610012,-122.29688,45.81, 47.40,11, Y 
47.559685,-122.36156,50.52, 52.43,12, Y 
47.607265,-122.33245,56.77, 62.93,11, Y 
47.661266,-122.28475,54.30, 59.23,7, Y 
47.660515,-122.37622,50.65, 51.76,7, Y 
47.606586,-122.33643,51.33, 53.35,8, Y 
47.543888,-122.32962,50.72, 52.08,7, Y 
47.612938,-122.296196,52.26, 53.19,9, Y 
47.608856,-122.34158,53.03, 55.04,10, Y 
47.620487,-122.30735,50.66, 52.33,7, Y 
47.577724,-122.32367,53.25, 54.41,10, Y 
47.660347,-122.30001,54.62, 54.66,10, Y 
47.603508,-122.305046,48.99, 53.53,1, Y 
47.53089,-122.28367,52.71, 56.53,10, Y 
47.552345,-122.313484,55.32, 56.38,11, Y 
47.639126,-122.39899,48.35, 52.82,4, Y 
47.6211,-122.31695,47.91, 49.86,6, Y 
47.59278,-122.32277,58.83, 64.52,8, Y 
47.675777,-122.30764,59.65, 63.82,7, Y 
47.705082,-122.35545,47.94, 49.24,7, Y 
47.586205,-122.321396,47.57, 48.25,8, Y 
47.60398,-122.33559,47.80, 48.85,8, Y 
47.520145,-122.26972,47.20, 48.25,10, Y 
47.555634,-122.32954,60.49, 65.19,6, Y 
47.68694,-122.344505,62.79, 68.26,12, Y 
47.618496,-122.32786,47.52, 48.47,8, Y 
47.544872,-122.387215,48.20, 48.72,8, Y 
47.650494,-122.33513,46.96, 47.98,11, Y 
47.620487,-122.30735,47.51, 48.83,7, Y 
47.615223,-122.33379,56.11, 60.89,10, Y 
47.598354,-122.325714,47.27, 47.84,11, Y 
47.622055,-122.34238,46.18, 46.80,12, Y 
47.686687,-122.313354,47.26, 47.86,11, Y 
47.609253,-122.33734,46.26, 46.46,12, Y 
47.572987,-122.28775,54.56, 58.62,8, Y 
47.57198,-122.29673,54.57, 58.67,8, Y 
47.731953,-122.29384,55.49, 59.16,7, Y 
47.520145,-122.26972,55.20, 59.77,7, Y 
47.69817,-122.34461,46.80, 47.42,12, Y 
47.61764,-122.33984,54.55, 58.25,9, Y 
47.595795,-122.32768,56.41, 61.26,5, Y 
47.581192,-122.38655,56.42, 61.62,4, Y 
47.61123,-122.32533,55.13, 59.26,7, Y 
47.616943,-122.33272,55.69, 61.88,1, Y 
47.64177,-122.34625,52.46, 58.38,8, Y 
47.51736,-122.3592,56.26, 61.31,12, Y 
47.727962,-122.295,55.55, 59.52,11, Y 
47.54602,-122.28334,49.97, 52.39,7, Y 
47.7247,-122.29257,50.79, 53.39,6, Y 
47.719364,-122.307274,49.52, 51.28,7, Y 
47.61038,-122.31218,50.89, 52.84,8, Y 
47.625416,-122.34626,49.81, 52.19,7, Y 
47.59726,-122.28734,51.66, 53.61,9, Y 
47.661392,-122.35004,49.54, 51.90,7, Y 
47.607338,-122.326385,52.41, 55.33,10, Y 
47.553383,-122.32687,51.37, 53.58,9, Y 
47.5872,-122.329056,51.75, 53.86,9, Y 
47.626583,-122.36836,51.91, 53.50,9, Y 
47.608406,-122.32736,52.45, 55.31,10, Y 
47.5082,-122.255905,52.37, 54.73,10, Y 
47.52432,-122.31495,55.10, 59.88,10, Y 
47.61495,-122.3353,51.10, 55.85,12, Y 
47.544872,-122.387215,50.59, 53.31,12, Y 
47.653976,-122.38462,51.08, 52.44,8, Y 
47.69062,-122.37411,53.86, 56.40,12, Y 
47.560238,-122.38815,56.41, 63.27,12, Y 
47.6211,-122.31695,55.82, 64.24,12, Y 
47.52646,-122.32028,55.47, 62.38,11, Y 
47.7193,-122.29909,56.77, 61.66,11, Y 
47.653973,-122.385994,53.85, 59.53,9, Y 
47.66137,-122.28722,54.88, 58.86,8, Y 
47.658417,-122.283356,54.18, 56.84,12, Y 
47.655506,-122.37308,54.95, 58.38,9, Y 
47.54638,-122.300606,54.88, 59.29,8, Y 
47.522858,-122.35397,54.59, 57.40,8, Y 
47.610973,-122.33815,56.31, 63.93,3, Y 
47.58773,-122.30623,55.12, 59.98,10, Y 
47.630302,-122.32888,54.65, 58.32,9, Y 
47.714157,-122.355515,55.20, 58.20,9, Y 
47.642082,-122.302055,55.48, 60.07,10, Y 
47.701324,-122.32313,56.05, 58.06,9, Y 
47.588226,-122.329056,55.18, 61.46,11, Y 
47.56563,-122.32273,55.28, 59.48,10, Y 
47.579807,-122.329056,54.84, 60.80,12, Y 
47.614494,-122.34048,55.06, 61.40,12, Y 
47.639557,-122.399635,55.16, 58.68,9, Y 
47.67579,-122.27953,55.94, 60.16,10, Y 
47.64652,-122.32519,55.98, 61.57,12, Y 
47.581112,-122.29644,51.84, 54.66,9, Y 
47.61525,-122.31881,52.86, 55.19,1, Y 
47.613163,-122.34219,54.65, 57.60,6, Y 
47.61161,-122.346535,53.79, 59.11,11, Y 
47.558826,-122.27069,51.59, 52.60,2, Y 
47.56629,-122.29669,58.71, 69.46,12, Y 
47.607513,-122.33422,58.72, 68.20,12, Y 
47.526554,-122.330185,57.48, 67.04,11, Y 
47.682228,-122.326706,61.87, 68.42,11, Y 
47.66944,-122.37621,52.84, 56.49,10, Y 
47.600864,-122.29639,52.27, 55.18,8, Y 
47.61852,-122.33532,52.97, 55.34,12, Y 
47.64849,-122.38743,52.24, 55.08,7, Y 
47.53617,-122.284035,52.62, 55.67,8, Y 
47.521027,-122.36731,53.69, 55.92,9, Y 
47.669987,-122.30063,52.26, 55.30,8, Y 
47.708656,-122.33266,53.31, 55.08,12, Y 
47.692417,-122.35532,51.50, 52.11,11, Y 
47.604824,-122.32178,51.79, 52.52,10, Y 
47.577724,-122.409386,51.81, 52.13,10, Y 
47.625015,-122.3554,53.50, 59.91,11, Y 
47.700584,-122.36206,51.58, 51.87,9, Y 
47.571392,-122.3342,52.46, 52.12,9, Y 
47.679413,-122.29173,51.62, 51.81,9, Y 
47.522453,-122.36187,52.49, 53.90,2, Y 
47.564075,-122.37619,50.99, 51.44,8, Y 
47.566536,-122.36331,46.70, 48.53,11, Y 
47.614685,-122.31685,45.13, 48.68,3, Y 
47.6252,-122.30242,49.26, 49.91,10, Y 
47.571712,-122.32599,51.25, 52.20,12, Y 
47.697163,-122.31209,49.79, 50.22,11, Y 
47.689117,-122.308975,49.10, 49.48,10, Y 
47.708603,-122.324615,49.70, 50.31,11, Y 
47.620502,-122.31271,49.30, 49.95,10, Y 
47.633568,-122.38072,50.70, 51.71,12, Y 
47.61421,-122.347565,49.73, 50.59,11, Y 
47.60534,-122.33941,49.52, 49.85,9, Y 
47.586353,-122.31075,48.95, 49.65,9, Y 
47.676884,-122.363525,48.88, 49.48,9, Y 
47.53865,-122.32063,49.79, 51.06,11, Y 
47.619766,-122.355446,49.11, 49.63,9, Y 
47.557903,-122.3161,49.19, 50.12,8, Y 
47.564274,-122.28824,49.16, 49.92,8, Y 
47.661396,-122.35206,48.69, 50.08,7, Y 
47.687103,-122.31756,62.45, 66.06,1, Y 
47.546127,-122.29095,53.12, 62.14,5, Y 
47.550617,-122.25807,51.59, 56.01,8, Y 
47.574566,-122.301674,51.52, 56.16,8, Y 
47.61992,-122.31954,53.04, 57.69,10, Y 
47.676556,-122.317375,54.64, 58.41,10, Y 
47.687103,-122.31756,53.99, 55.38,9, Y 
47.686047,-122.322945,59.73, 63.61,12, Y 
47.564075,-122.37771,54.12, 61.76,12, Y 
47.608177,-122.32792,54.13, 62.35,12, Y 
47.61927,-122.35926,54.29, 62.27,12, Y 
47.66868,-122.38758,54.83, 62.78,12, Y 
47.561825,-122.31079,52.57, 58.99,10, Y 
47.705048,-122.344696,52.96, 55.43,8, Y 
47.556606,-122.39362,53.42, 55.91,7, Y 
47.709118,-122.334,55.06, 58.28,9, Y 
47.545334,-122.32959,55.05, 60.51,10, Y 
47.58927,-122.3342,55.15, 59.76,11, Y 
47.616463,-122.34976,54.67, 58.77,9, Y 
47.553436,-122.33703,55.86, 60.57,6, Y 
47.571705,-122.3342,55.08, 59.77,11, Y 
47.719265,-122.29273,53.47, 58.07,12, Y 
47.552254,-122.326866,54.60, 60.31,11, Y 
47.69425,-122.375916,54.90, 59.65,10, Y 
47.632317,-122.35678,57.35, 64.68,4, Y 
47.574383,-122.329994,57.47, 61.58,7, Y 
47.566185,-122.292465,57.85, 66.53,4, Y 
47.560444,-122.3871,54.12, 52.99,3, Y 
47.57168,-122.3291,64.35, 70.74,8, Y 
47.607014,-122.33069,68.46, 77.57,12, Y 
47.60748,-122.32958,71.38, 90.81,2, Y 
47.634693,-122.34502,52.14, 52.58,1, Y 
47.61306,-122.33315,60.19, 65.45,12, Y 
47.648632,-122.398254,77.01, 85.70,6, Y 
47.534374,-122.38733,52.07, 51.48,5, Y 
47.641354,-122.32006,51.25, 51.32,1, Y 
47.53029,-122.32848,63.24, 66.80,12, Y 
47.575573,-122.329994,63.08, -2.19,11, Y 
47.602238,-122.33671,45.78, 45.33,12, Y 
47.556206,-122.2826,45.29, 44.45,9, Y 
47.675816,-122.31566,46.05, 46.52,12, Y 
47.7058,-122.3447,45.75, 45.76,11, Y 
47.618572,-122.347626,45.13, 45.54,11, Y 
47.633484,-122.38401,70.23, 81.51,12, Y 
47.559322,-122.38683,60.31, 67.39,2, Y 
47.520115,-122.26278,72.88, 82.29,6, Y 
47.583977,-122.32597,68.21, 74.64,11, Y 
47.61061,-122.33245,50.56, 50.30,3, Y 
47.60748,-122.32958,72.74, 81.40,6, Y 
47.65788,-122.37622,75.31, 86.05,12, Y 
47.62388,-122.339745,62.39, 66.90,12, Y 
47.554134,-122.32837,73.26, 81.44,9, Y 
47.713547,-122.34483,68.92, 74.80,9, Y 
47.52851,-122.26507,68.77, 80.48,4, Y 
47.594013,-122.328445,60.77, 70.76,8, Y 
47.577995,-122.4146,67.01, 71.25,11, Y 
47.655632,-122.38339,53.09, 59.38,5, Y 
47.614285,-122.33616,66.45, 70.54,10, Y 
47.564075,-122.376816,71.97, 80.44,12, Y 
47.612663,-122.337395,61.09, 71.20,2, Y 
47.624146,-122.36512,59.87, 64.34,8, Y 
47.55563,-122.316124,50.87, 58.91,12, Y 
47.661293,-122.31658,60.39, 65.68,7, Y 
47.53066,-122.39271,66.77, 73.95,2, Y 
47.690594,-122.3553,73.97, 79.43,8, Y 
47.552345,-122.313484,72.71, 82.22,8, Y 
47.733154,-122.3105,56.67, 66.95,11, Y 
47.600883,-122.33418,69.38, 76.68,11, Y 
47.734127,-122.3478,62.60, 67.02,9, Y 
47.612915,-122.31417,32.56, 29.84,12, Y 
47.595814,-122.31283,52.51, 54.80,12, Y 
47.719276,-122.295235,62.89, 67.08,9, Y 
47.61703,-122.35469,51.06, 51.79,10, Y 
47.643017,-122.3702,51.37, 52.41,10, Y 
47.593422,-122.29988,51.04, 49.79,10, Y 
47.661266,-122.31313,60.94, 65.90,8, Y 
47.51351,-122.278946,61.38, 67.06,8, Y 
47.649418,-122.342735,61.31, 67.39,10, Y 
47.546516,-122.31303,59.93, 69.67,8, Y 
47.614807,-122.346954,61.15, 66.61,7, Y 
47.568882,-122.289925,51.10, 58.17,3, Y 
47.61296,-122.32076,61.17, 67.02,7, Y 
47.678535,-122.32308,74.85, 79.71,8, Y 
47.534145,-122.33214,61.39, 67.39,7, Y 
47.673862,-122.35437,56.17, 60.34,8, Y 
47.60388,-122.29586,56.89, 63.42,10, Y 
47.60618,-122.311554,56.96, 64.65,11, Y 
47.67781,-122.35261,57.64, 63.92,11, Y 
47.51068,-122.25353,56.36, 63.64,12, Y 
47.66438,-122.36239,56.56, 63.12,12, Y 
47.578346,-122.29619,62.59, 69.14,6, Y 
47.516758,-122.25451,62.21, 69.09,10, Y 
47.52612,-122.28794,62.96, 71.55,11, Y 
47.620186,-122.36005,60.88, 69.50,12, Y 
47.61614,-122.34524,60.77, 69.63,12, Y 
47.7223,-122.34497,62.92, 69.91,12, Y 
47.66358,-122.301735,71.93, 81.56,1, Y 
47.537086,-122.317894,70.42, 78.78,5, Y 
47.708656,-122.33266,68.51, 72.78,7, Y 
47.552345,-122.313484,70.78, 77.70,10, Y 
47.60352,-122.32074,69.03, 75.52,9, Y 
47.634132,-122.31262,68.42, 74.23,8, Y 
47.61992,-122.31954,67.36, 73.38,7, Y 
47.63727,-122.34052,69.44, 75.23,12, Y 
47.60806,-122.31678,69.24, 75.43,9, Y 
47.701138,-122.27648,71.66, 78.10,12, Y 
47.575577,-122.334206,68.18, 76.83,12, Y 
47.53027,-122.37664,67.01, 72.92,1, Y 
47.68928,-122.3176,78.57, 81.51,3, Y 
47.60432,-122.30765,67.62, 75.42,8, Y 
47.542625,-122.37109,66.44, 69.65,8, Y 
47.543884,-122.28331,67.89, 75.50,9, Y 
47.63725,-122.31902,67.79, 75.08,9, Y 
47.610146,-122.33356,67.46, 74.36,8, Y 
47.581535,-122.32597,68.12, 75.24,9, Y 
47.64396,-122.3041,69.42, 78.69,11, Y 
47.620934,-122.35543,67.50, 74.24,8, Y 
47.61001,-122.296234,68.11, 76.63,10, Y 
47.604053,-122.32951,68.00, 79.90,12, Y 
47.534153,-122.33139,69.62, 80.33,12, Y 
47.60003,-122.32636,69.14, 79.76,5, Y 
47.64396,-122.3041,68.10, 75.27,7, Y 
47.574387,-122.334206,69.90, 76.17,8, Y 
47.610394,-122.31678,68.21, 75.94,8, Y 
47.684006,-122.36199,67.55, 75.15,9, Y 
47.56199,-122.36312,67.66, 75.91,10, Y 
47.65794,-122.317795,68.21, 75.07,7, Y 
47.683044,-122.30076,69.21, 75.76,9, Y 
47.533363,-122.376625,67.26, 70.24,8, Y 
47.612267,-122.30273,66.38, 76.58,10, Y 
47.67956,-122.36047,67.47, 75.14,9, Y 
47.59833,-122.31341,64.68, 77.18,10, Y 
47.612137,-122.33537,66.38, 75.59,10, Y 
47.586205,-122.321396,66.47, 75.39,9, Y 
47.53008,-122.36045,67.11, 75.12,11, Y 
47.56109,-122.36354,67.97, 77.26,11, Y 
47.624546,-122.34235,66.74, 74.83,9, Y 
47.611206,-122.33759,62.23, 71.11,11, Y 
47.712315,-122.34347,47.44, 50.44,8, Y 
47.6902,-122.29072,52.94, 56.81,8, Y 
47.62468,-122.33583,60.80, 70.23,12, Y 
47.687664,-122.344505,53.12, 52.32,10, Y 
47.71929,-122.297806,67.15, 70.59,10, Y 
47.66237,-122.307655,52.98, 51.91,9, Y 
47.61294,-122.30142,67.15, 71.65,9, Y 
47.603268,-122.33494,31.95, 28.99,9, Y 
47.66146,-122.36617,55.25, 60.24,9, Y 
47.686687,-122.313354,67.37, 71.46,8, Y 
47.67595,-122.37498,67.31, 76.64,2, Y 
47.69057,-122.347206,71.82, 80.60,12, Y 
47.615215,-122.326805,67.53, 74.64,8, Y 
47.535515,-122.36215,62.20, 65.96,8, Y 
47.692966,-122.28254,64.43, 71.03,11, Y 
47.68934,-122.29069,67.11, 71.10,11, Y 
47.588223,-122.321396,66.90, 74.84,8, Y 
47.723164,-122.32892,68.23, 72.81,12, Y 
47.57947,-122.313385,61.73, 68.06,9, Y 
47.61855,-122.3424,60.78, 70.38,12, Y 
47.615044,-122.31146,61.03, 70.84,12, Y 
47.609337,-122.32514,72.65, 80.22,9, Y 
47.645622,-122.32588,73.12, 80.34,9, Y 
47.551857,-122.326866,60.44, 71.18,12, Y 
47.57162,-122.31453,50.05, 50.26,8, Y 
47.56977,-122.2907,49.95, 50.24,8, Y 
47.538677,-122.32257,49.64, 50.52,7, Y 
47.610275,-122.34135,66.25, 75.01,10, Y 
47.697838,-122.35538,49.86, 48.83,9, Y 
47.683395,-122.32559,71.02, 77.39,1, Y 
47.655647,-122.33626,59.96, 70.17,12, Y 
47.55339,-122.26463,63.93, 71.06,8, Y 
47.612938,-122.29685,73.53, 85.74,5, Y 
47.551014,-122.318665,56.50, 67.10,6, Y 
47.615543,-122.34026,72.85, 79.12,8, Y 
47.626583,-122.36836,57.38, 64.06,8, Y 
47.639595,-122.36495,52.72, 58.57,12, Y 
47.59407,-122.31015,64.81, 73.34,7, Y 
47.630272,-122.30165,45.37, 45.20,10, Y 
47.660046,-122.34864,64.12, 71.57,10, Y 
47.664898,-122.31307,63.90, 71.58,9, Y 
47.614685,-122.31685,64.06, 71.32,9, Y 
47.66692,-122.3608,65.94, 73.04,6, Y 
47.65083,-122.36088,64.18, 72.17,11, Y 
47.615337,-122.335945,68.85, 76.26,8, Y 
47.664898,-122.31307,66.22, 76.34,11, Y 
47.697567,-122.305466,67.41, 71.05,9, Y 
47.6176,-122.316895,62.63, 67.39,12, Y 
47.65634,-122.35993,64.41, 72.29,11, Y 
47.615025,-122.35327,70.57, 78.76,6, Y 
47.671764,-122.26459,68.59, 71.40,11, Y 
47.52286,-122.3601,68.52, 73.22,9, Y 
47.661335,-122.323494,66.51, 75.60,12, Y 
47.614952,-122.32177,52.58, 52.50,12, Y 
47.66365,-122.366196,66.16, 74.82,12, Y 
47.521027,-122.36731,62.64, 68.81,11, Y 
47.612293,-122.33874,56.86, 62.18,7, Y 
47.625404,-122.34234,72.89, 83.18,11, Y 
47.694252,-122.37141,67.20, 72.51,11, Y 
47.575577,-122.33999,60.67, 66.24,9, Y 
47.54737,-122.34509,60.96, 67.85,7, Y 
47.52994,-122.26999,60.52, 69.93,11, Y 
47.57122,-122.34379,69.14, 73.27,10, Y 
47.650433,-122.34984,59.13, 67.88,11, Y 
47.672832,-122.26484,58.65, 67.47,12, Y 
47.61852,-122.312744,60.03, 65.60,9, Y 
47.571133,-122.35688,53.82, 52.32,10, Y 
47.61957,-122.32426,52.97, 52.22,8, Y 
47.523308,-122.26999,53.06, 52.23,8, Y 
47.66851,-122.28908,34.80, 33.01,1, Y 
47.616,-122.30743,59.51, 67.39,10, Y 
47.574387,-122.339935,51.29, 51.60,10, Y 
47.536182,-122.28337,50.44, 50.64,9, Y 
47.610783,-122.328766,67.39, 72.83,9, Y 
47.606174,-122.31025,55.10, 61.19,10, Y 
47.618767,-122.31691,56.73, 59.59,7, Y 
47.568775,-122.32906,69.27, -17.76,10, Y 
47.51727,-122.34013,57.76, 60.39,6, Y 
47.67954,-122.37255,56.22, 59.48,7, Y 
47.661316,-122.32073,59.67, 66.59,9, Y 
47.663025,-122.284775,55.45, 59.10,7, Y 
47.520973,-122.34672,67.02, 72.04,9, Y 
47.62843,-122.342316,66.86, 71.25,8, Y 
47.59085,-122.33354,60.15, 66.34,2, Y 
47.55208,-122.319756,43.77, 45.29,7, Y 
47.618504,-122.30739,62.72, 67.40,12, Y 
47.532124,-122.34509,57.10, 59.21,9, Y 
47.615818,-122.32081,67.45, 74.33,8, Y 
47.571407,-122.32599,69.40, 74.76,8, Y 
47.61158,-122.30144,70.71, 80.23,11, Y 
47.6809,-122.32177,70.50, 73.93,8, Y 
47.714157,-122.355515,68.27, 78.12,12, Y 
47.6798,-122.32454,69.46, 76.90,11, Y 
47.548267,-122.33431,66.13, 74.89,6, Y 
47.69962,-122.344635,66.52, 73.96,6, Y 
47.604874,-122.328735,72.26, 83.04,11, Y 
47.55014,-122.376335,58.24, 68.09,10, Y 
47.690617,-122.359314,56.05, 60.75,10, Y 
47.67016,-122.36617,55.96, 58.93,8, Y 
47.661385,-122.33886,66.23, 74.99,12, Y 
47.714157,-122.355515,55.49, 58.74,9, Y 
47.574383,-122.33679,68.14, 73.14,10, Y 
47.72321,-122.34498,35.63, 34.09,2, Y 
47.615253,-122.31816,35.85, 33.96,2, Y 
47.6141,-122.30833,72.75, 80.76,9, Y 
47.601715,-122.33027,70.74, 83.07,12, Y 
47.61762,-122.31428,70.58, 77.09,7, Y 
47.579807,-122.329056,66.98, 75.21,12, Y 
47.613373,-122.34651,52.74, 52.62,12, Y 
47.605087,-122.32586,52.69, 59.37,12, Y 
47.695908,-122.32844,67.30, 71.86,9, Y 
47.606174,-122.31025,62.58, 67.83,12, Y 
47.60167,-122.305046,67.17, 73.84,9, Y 
47.5645,-122.33944,53.32, 59.33,12, Y 
47.675785,-122.284904,69.02, 71.66,9, Y 
47.60453,-122.32075,42.87, 42.34,12, Y 
47.624584,-122.35802,67.51, 72.80,9, Y 
47.713547,-122.34483,62.45, 67.71,11, Y 
47.628166,-122.30036,64.79, 67.80,11, Y 
47.57168,-122.3291,65.35, 72.34,9, Y 
47.73015,-122.29651,65.59, 71.89,9, Y 
47.53706,-122.275345,53.98, 64.78,12, Y 
47.6073,-122.33709,68.19, 72.50,9, Y 
47.705833,-122.28343,66.32, 72.81,12, Y 
47.671627,-122.37358,52.70, 54.49,12, Y 
47.550102,-122.31776,64.15, 78.35,11, Y 
47.62036,-122.35805,45.62, 47.13,11, Y 
47.562622,-122.31191,69.97, -98.80,12, Y 
47.630444,-122.35791,35.95, 33.84,9, Y 
47.620975,-122.29987,60.77, 70.76,8, Y 
47.57835,-122.30333,62.77, 67.41,12, Y 
47.57981,-122.334206,57.09, 58.54,8, Y 
47.60398,-122.33559,58.00, 59.97,7, Y 
47.561066,-122.37621,65.99, 75.87,12, Y 
47.672367,-122.38474,56.49, 62.43,11, Y 
47.594063,-122.38946,69.91, 80.94,4, Y 
47.677696,-122.387535,68.70, 75.86,8, Y 
47.576233,-122.3214,56.99, 62.35,9, Y 
47.56864,-122.31472,69.99, 74.76,9, Y 
47.604694,-122.33624,36.26, 34.93,2, Y 
47.664936,-122.317406,52.65, 54.48,12, Y 
47.607826,-122.33911,60.58, 64.33,8, Y 
47.571003,-122.3293,56.49, 58.54,9, Y 
47.56761,-122.368095,52.75, 56.75,7, Y 
47.55608,-122.386925,66.95, 69.36,12, Y 
47.61271,-122.347374,58.24, 68.09,10, Y 
47.521244,-122.3363,34.71, 32.96,1, Y 
47.607513,-122.33422,45.42, 46.91,10, Y 
47.620872,-122.33847,52.58, 52.58,12, Y 
47.68144,-122.369385,35.01, 33.25,7, Y 
47.71957,-122.34494,66.63, 72.71,12, Y 
47.65404,-122.319374,70.11, 74.63,8, Y 
47.607826,-122.33911,51.95, 51.83,12, Y 
47.608643,-122.326805,66.55, 74.75,12, Y 
47.548267,-122.33431,45.39, 47.40,12, Y 
47.6709,-122.37621,55.86, 60.95,10, Y 
47.607014,-122.33069,67.44, 70.06,10, Y 
47.581867,-122.31471,69.54, 4.09,12, Y 
47.624584,-122.35736,72.55, 83.03,4, Y 
47.691505,-122.35531,66.72, 73.30,12, Y 
47.523468,-122.314964,58.45, 67.93,12, Y 
47.613945,-122.33756,57.93, 66.24,12, Y 
47.571453,-122.320755,35.62, 33.66,2, Y 
47.622494,-122.29315,67.38, 73.22,9, Y 
47.552372,-122.31391,57.73, 65.67,12, Y 
47.562817,-122.287834,34.48, 32.75,12, Y 
47.71957,-122.34494,68.02, 72.85,12, Y 
47.62764,-122.31256,35.31, 33.25,4, Y 
47.60922,-122.33578,70.48, 76.52,7, Y 
47.519974,-122.26393,70.57, 79.52,10, Y 
47.673813,-122.37358,35.76, 33.76,9, Y 
47.622128,-122.36195,40.09, 39.26,9, Y 
47.546745,-122.321686,70.25, -196.70,7, Y 
47.661385,-122.33856,66.32, 70.43,7, Y 
47.646267,-122.31833,68.72, 76.19,8, Y 
47.59667,-122.32207,67.31, 76.86,9, Y 
47.61243,-122.348885,69.51, 80.16,12, Y 
47.600883,-122.33418,67.43, 75.35,6, Y 
47.57151,-122.33797,67.46, 72.30,7, Y 
47.661255,-122.306526,63.51, 72.63,5, Y 
47.632317,-122.35789,69.75, 74.12,8, Y 
47.655823,-122.32351,68.83, 75.98,8, Y 
47.623276,-122.35672,37.68, 36.03,11, Y 
47.55785,-122.28504,68.26, 76.36,9, Y 
47.55014,-122.376335,53.17, 56.09,8, Y 
47.605087,-122.32586,65.34, 77.52,12, Y 
47.648453,-122.38467,69.03, 75.37,9, Y 
47.603058,-122.33779,47.11, 46.68,8, Y 
47.687515,-122.31217,72.77, 76.08,10, Y 
47.646145,-122.34975,67.20, 72.43,10, Y 
47.54488,-122.33131,67.15, 73.29,9, Y 
47.708603,-122.324615,70.55, 77.00,12, Y 
47.61123,-122.32533,68.68, 78.37,11, Y 
47.583694,-122.313385,67.11, 72.88,7, Y 
47.60975,-122.33779,69.25, 80.10,12, Y 
47.628586,-122.371,67.45, 72.42,9, Y 
47.601692,-122.31678,67.29, 73.46,7, Y 
47.599224,-122.31158,44.56, 45.79,9, Y 
47.6246,-122.36194,31.51, 29.41,8, Y 
47.673088,-122.37621,71.24, 80.78,12, Y 
47.683044,-122.31208,63.57, 72.31,7, Y 
47.614456,-122.32983,66.12, 73.48,6, Y 
47.549862,-122.323616,68.11, 76.36,8, Y 
47.59458,-122.30117,68.08, 75.86,8, Y 
47.66747,-122.28481,69.64, 77.36,7, Y 
47.58033,-122.33997,67.57, 73.44,6, Y 
47.574387,-122.33374,66.41, 67.93,7, Y 
47.608494,-122.3408,64.48, 74.84,11, Y 
47.684147,-122.376785,60.26, 65.76,3, Y 
47.617046,-122.33488,65.53, 76.70,12, Y 
47.663223,-122.341385,71.62, 81.14,12, Y 
47.581825,-122.37308,69.20, 45.08,5, Y 
47.608444,-122.332,69.10, 77.92,11, Y 
47.706852,-122.336205,57.81, 63.86,12, Y 
47.605766,-122.32188,70.42, 78.95,6, Y 
47.660534,-122.31315,68.81, 78.64,11, Y 
47.631046,-122.39111,38.17, 36.68,11, Y 
47.675613,-122.37357,70.47, 75.59,9, Y 
47.652245,-122.35448,37.81, 35.89,11, Y 
47.66646,-122.30194,46.29, 45.61,7, Y 
47.59919,-122.32636,71.50, 81.56,11, Y 
47.61531,-122.3014,59.89, 68.33,11, Y 
47.674183,-122.37621,44.82, 46.61,12, Y 
47.62089,-122.34369,59.68, 63.25,8, Y 
47.539433,-122.32038,59.55, 65.17,7, Y 
47.520115,-122.26278,58.70, 61.36,12, Y 
47.614056,-122.33406,32.71, 30.32,12, Y 
47.61407,-122.32145,62.42, 69.42,12, Y 
47.52232,-122.33485,52.78, 52.37,6, Y 
47.612606,-122.345215,47.05, 46.60,3, Y 
47.661297,-122.31764,70.63, 41.72,8, Y 
47.51736,-122.36591,61.14, 64.44,6, Y 
47.553,-122.38702,71.39, 37.74,5, Y 
47.587307,-122.32139,67.10, 73.43,12, Y 
47.661293,-122.31658,53.64, 58.96,12, Y 
47.57835,-122.29816,71.80, 77.33,7, Y 
